10 13
28 55 8258
28 56 18753
28 57 21719
28 59 1217
28 60 9386
28 61 19886
28 62 10083
28 64 9220
28 65 7162
28 66 16594
28 67 29322
28 68 19576
28 70 32047
28 71 24257
28 72 19279
28 74 23015
28 75 24326
28 76 11133
28 78 28833
28 80 27718
28 81 12729
28 83 29191
28 84 27177
28 85 6026
28 86 13965
29 30 609
29 31 25016
29 32 13565
29 34 30720
29 35 961
29 36 32265
29 37 15764
29 38 23914
29 39 28087
29 40 28459
29 41 31781
29 42 30251
29 43 28438
29 44 31378
29 45 17415
29 46 14984
29 47 27709
29 48 7961
29 49 13519
29 50 12519
29 52 10478
29 53 17389
29 54 23493
29 55 3766
29 56 32645
29 57 7802
29 59 10323
29 60 32412
29 61 17437
29 62 9218
29 63 28777
29 64 18062
29 65 4510
29 66 1583
29 67 6341
29 68 31806
29 69 12712
29 70 26775
29 71 24482
29 72 12391
29 73 15153
29 74 31662
29 75 32557
29 76 24807
29 77 15429
29 78 7090
29 79 4869
29 80 13183
29 82 18764
29 83 16212
29 84 23878
29 85 10323
29 86 14059
30 31 269
30 32 29094
30 33 23908
30 34 480
30 35 693
30 36 13268
30 37 657
30 38 27339
30 39 1900
30 40 29408
30 41 23017
30 42 22518
30 43 11855
30 44 16373
30 46 7926
30 47 9780
30 48 28001
30 49 17448
30 50 9538
30 51 30248
30 52 25886
30 53 11838
30 54 5980
30 55 26866
30 57 28220
30 58 19993
30 59 24319
30 60 28922
30 61 10582
30 62 1269
30 63 11133
30 64 5356
30 65 2262
30 66 17073
30 68 23675
30 69 2668
30 70 29367
30 71 5959
30 72 31196
30 73 20603
30 74 27695
30 75 5679
30 76 24775
30 77 16046
30 78 14757
30 79 29612
30 81 13944
30 82 799
30 83 9279
30 84 232
30 85 29628
30 86 21012
31 32 30008
31 33 12949
31 34 2801
31 35 11605
31 36 30581
31 37 18175
31 38 7267
31 39 9797
31 40 19816
31 41 28358
31 42 16543
31 43 16387
31 44 24093
31 45 6347
31 46 1377
31 47 8202
31 48 379
31 49 916
31 50 21389
31 52 17919
31 54 8456
31 55 30413
31 56 16041
31 57 21724
31 58 2636
31 59 5217
31 61 31983
31 62 17218
31 63 29509
31 64 4953
31 65 10664
31 66 28708
31 67 5333
31 68 1388
31 69 14497
31 70 11293
31 71 4677
31 72 25299
31 73 16301
31 74 25372
31 75 14259
31 78 17215
31 79 27211
31 80 21538
31 81 8868
31 82 8290
31 83 25544
31 85 17824
32 33 17804
32 34 18835
32 35 6734
32 36 15413
32 37 9200
32 39 16006
32 40 1796
32 41 10828
32 42 473
32 43 15014
32 44 10178
32 45 4634
32 46 14043
32 47 22376
32 48 1352
32 49 30511
32 50 17920
32 52 4323
32 53 23844
32 54 12867
32 55 31644
32 56 31105
32 57 298
32 58 24336
32 59 31556
32 60 13696
32 61 3358
32 62 7273
32 63 10541
32 64 31248
32 65 11310
32 67 8591
32 68 461
32 69 25184
32 71 9060
32 72 9510
32 74 490
32 75 7099
32 76 13602
32 77 14327
32 78 23788
32 79 1227
32 80 13506
32 81 28631
32 82 26797
32 84 31730
32 86 19286
33 34 22312
33 35 12977
33 36 19714
33 38 4484
33 39 12187
33 40 11452
33 41 25291
33 42 7602
33 43 30962
33 44 16118
33 45 18025
33 46 10664
33 47 16688
33 48 18104
33 49 28126
33 50 19654
33 51 28572
33 53 9882
33 54 27740
33 55 11885
33 58 24492
33 60 21448
33 61 25037
33 62 7085
33 63 22688
33 64 990
33 65 4901
33 66 348
33 67 21445
33 69 24203
33 70 11100
33 72 21880
33 73 6140
33 74 26286
33 75 21695
33 76 29383
33 77 23044
33 78 10738
33 79 13433
33 80 23236
33 81 15798
33 82 17153
33 83 22690
33 84 14510
33 85 11169
34 35 10664
34 36 29452
34 37 29
34 38 8735
34 39 16704
34 40 2
34 41 354
34 42 11828
34 43 26278
34 44 15617
34 45 18514
34 46 10899
34 47 13614
34 48 27350
34 49 16267
34 50 379
34 52 2590
34 53 6962
34 54 21127
34 55 18947
34 56 8217
34 57 28949
34 58 17414
34 59 15622
34 60 24917
34 61 22819
34 62 710
34 63 6285
34 64 9520
34 65 17576
34 66 3504
34 67 32302
34 68 7891
34 69 17045
34 70 17640
34 71 10137
34 72 11320
34 73 20829
34 75 17919
34 76 31586
34 77 27527
34 79 16725
34 80 29014
34 81 26533
34 82 24312
34 83 32426
34 84 7653
34 85 32640
34 86 22453
35 38 6831
35 39 11883
35 40 29773
35 42 8303
35 43 19229
35 45 27095
35 46 32174
35 47 7110
35 48 26522
35 50 6572
35 51 12054
35 52 26724
35 53 13466
35 54 3598
35 55 29462
35 56 4283
35 57 18106
35 58 1234
35 59 3543
35 60 1214
35 61 21415
35 62 9654
35 63 23312
35 64 13743
35 65 5990
35 66 17627
35 68 5791
35 70 28635
35 71 11239
35 72 9926
35 74 23444
35 75 20036
35 76 30792
35 77 22175
35 78 4816
35 79 26279
35 80 10949
35 81 3819
35 82 1583
35 83 2732
35 85 9437
35 86 26836
36 37 10573
36 38 27412
36 40 8350
36 41 295
36 43 21274
36 44 15543
36 45 24717
36 47 15723
36 48 26083
36 49 2645
36 51 20814
36 52 7002
36 54 19171
36 56 28140
36 57 3319
36 58 7610
36 59 21410
36 60 26017
36 63 25373
36 65 32079
36 66 28995
36 67 15821
36 68 19267
36 71 6086
36 72 11892
36 73 25040
36 74 18669
36 75 4807
36 76 12193
36 78 13178
36 79 5641
36 81 31198
36 82 6591
36 83 5491
36 84 24296
36 86 28991
37 38 8855
37 39 12609
37 40 14793
37 41 20305
37 42 24223
37 43 28397
37 44 5128
37 45 18893
37 46 27114
37 47 2826
37 48 1479
37 49 32238
37 50 27025
37 51 15123
37 52 26965
37 53 4319
37 54 5737
37 55 4347
37 57 29044
37 58 1533
37 59 22863
37 61 26561
37 63 858
37 64 28955
37 65 8621
37 66 30502
37 67 4753
37 68 14801
37 69 22144
37 70 1499
37 71 30178
37 72 15651
37 73 8016
37 74 30084
37 76 8294
37 77 23577
37 79 16208
37 80 14775
37 81 12615
37 82 17181
37 83 4104
37 84 7922
37 85 15481
37 86 9288
38 39 7020
38 40 21281
38 41 25479
38 44 27163
38 45 13780
38 46 29997
38 47 16622
38 48 25132
38 49 26318
38 50 22408
38 51 6402
38 52 12573
38 53 6718
38 54 15190
38 55 23193
38 56 31205
38 57 16634
38 58 14402
38 59 5757
38 60 12467
38 61 14581
38 62 31343
38 63 25071
38 64 11627
38 65 19317
38 66 4436
38 67 11411
38 68 7418
38 69 1351
38 70 11147
38 71 6228
38 72 6649
38 73 25453
38 74 15488
38 75 10464
38 76 31891
38 77 21138
38 79 9323
38 80 22102
38 82 19748
38 83 21837
38 84 5091
38 85 30233
38 86 6288
39 40 16605
39 41 3601
39 42 25103
39 43 19822
39 44 4799
39 45 26034
39 46 27098
39 47 18483
39 48 28903
39 49 24610
39 50 3010
39 51 25365
39 52 22266
39 54 16600
39 55 26563
39 56 9807
39 57 18073
39 58 18877
39 59 8211
39 60 3448
39 61 5351
39 63 27124
39 64 28471
39 65 23228
39 66 31763
39 67 13996
39 68 16711
39 69 18159
39 70 3731
39 71 7030
39 72 27725
39 73 32265
39 74 17990
39 75 20304
39 76 32742
39 77 11603
39 78 26740
39 79 4398
39 80 25920
39 82 9289
39 83 27411
39 84 23563
39 86 22839
40 41 6386
40 42 3528
40 44 10742
40 45 5533
40 48 18127
40 50 6859
40 51 6608
40 52 22384
40 53 18666
40 55 25070
40 56 31938
40 57 1869
40 58 17893
40 60 29929
40 61 29205
40 62 15052
40 63 16907
40 65 11237
40 66 10823
40 67 7095
40 69 29927
40 70 544
40 71 16821
40 72 30028
40 73 31878
40 75 27273
40 76 5800
40 77 6582
40 78 26299
40 79 31179
40 80 5017
40 81 17676
40 82 1527
40 83 25202
40 84 12282
40 85 32649
40 86 19731
41 42 16327
41 43 1582
41 44 13901
41 45 29198
41 46 11917
41 47 4071
41 48 32586
41 49 8415
41 50 14850
41 51 11614
41 52 20775
41 53 8329
41 54 31899
41 55 4437
41 56 10164
41 57 28363
41 58 19853
41 59 17883
41 60 10604
41 61 9760
41 62 27589
41 63 14138
41 64 29053
41 65 6211
41 66 24928
41 67 10450
41 68 26670
41 69 25219
41 70 28083
41 71 28238
41 72 2991
41 73 16062
41 76 5507
41 77 31138
41 78 28431
41 79 23147
41 80 2656
41 81 28883
41 82 13874
41 83 32397
41 84 6216
41 85 16612
41 86 27381
42 43 2068
42 44 6545
42 45 31127
42 46 7131
42 47 7564
42 48 26817
42 49 27276
42 52 5815
42 53 17650
42 54 7074
42 55 21786
42 56 21078
42 57 952
42 58 9132
42 59 24918
42 60 2476
42 62 6980
42 63 1801
42 64 30486
42 65 23366
42 67 3082
42 68 14233
42 70 10496
42 72 30703
42 73 11237
42 74 13503
42 75 17997
42 76 2552
42 77 25708
42 78 3200
42 79 139
42 80 10499
42 81 23469
42 82 15518
42 83 24500
42 84 14660
42 85 5835
43 44 11993
43 45 29277
43 46 1282
43 47 13337
43 48 10380
43 49 8216
43 51 13180
43 52 6179
43 54 4559
43 55 495
43 56 27803
43 58 26914
43 59 4291
43 60 22543
43 61 8439
43 62 15167
43 63 27217
43 64 6436
43 65 26267
43 66 25170
43 68 16936
43 71 9193
43 72 12048
43 74 30709
43 75 25995
43 76 6303
43 78 6059
43 80 13435
43 82 3498
43 83 13535
43 84 15626
43 85 802
43 86 7422
44 45 25293
44 46 19810
44 47 16620
44 48 8978
44 49 19677
44 50 14650
44 51 3426
44 52 11060
44 53 13495
44 54 3718
44 56 5698
44 58 3890
44 59 5560
44 60 19317
44 61 7380
44 62 32554
44 63 8492
44 64 19008
44 65 8071
44 67 15459
44 68 930
44 69 13912
44 70 20469
44 71 1248
44 72 4726
44 73 8849
44 74 22212
44 75 19709
44 76 10423
44 77 2814
44 78 11534
44 80 957
44 81 10923
44 82 27705
44 84 16151
44 85 21088
44 86 16683
45 46 4288
45 47 29533
45 48 6423
45 49 22379
45 51 24790
45 52 9321
45 54 14559
45 55 31154
45 56 11281
45 57 19056
45 58 5717
45 59 4195
45 60 14384
45 61 12357
45 62 30561
45 64 10494
45 65 11289
45 66 21358
45 67 21608
45 68 11832
45 72 19479
45 75 1683
45 76 5439
45 77 28733
45 78 17622
45 79 10160
45 80 6818
45 81 18701
45 82 23751
45 83 19533
45 84 16353
45 85 27376
45 86 10159
46 47 13451
46 48 3228
46 49 17389
46 50 339
46 51 9363
46 52 11772
46 53 26015
46 54 31565
46 55 7152
46 56 10084
46 57 13818
46 58 4062
46 59 5405
46 60 18195
46 61 18100
46 62 25906
46 63 17763
46 65 30362
46 66 29745
46 67 5762
46 68 15373
46 69 8303
46 70 19419
46 71 4811
46 72 30267
46 73 19347
46 74 18731
46 75 16077
46 76 25460
46 77 24334
46 78 21335
46 79 31771
46 80 25284
46 81 20094
46 82 3113
46 83 4305
46 84 18542
46 85 7048
46 86 3077
47 48 19307
47 49 549
47 51 17888
47 52 5790
47 53 2371
47 54 8843
47 55 8499
47 56 30967
47 57 8368
47 59 28024
47 60 15603
47 61 29182
47 62 19872
47 63 18698
47 64 12231
47 66 16017
47 67 17665
47 68 8933
47 69 20586
47 70 13320
47 71 27775
47 72 18832
47 73 30240
47 74 11087
47 75 10732
47 76 24021
47 77 4976
47 80 21934
47 81 6521
47 82 18400
47 84 12631
47 85 11386
47 86 4457
48 49 15361
48 50 32617
48 51 14801
48 52 23292
48 53 18650
48 54 15571
48 56 10892
48 57 24212
48 59 24740
48 60 3792
48 61 30894
48 62 580
48 63 8013
48 64 20060
48 65 32312
48 66 24194
48 67 7138
48 68 7941
48 69 16007
48 70 26191
48 71 28560
48 72 14494
48 73 27563
48 74 6159
48 75 9949
48 77 1925
48 78 9904
48 79 15647
48 80 21295
48 82 23293
48 83 19904
48 85 15541
48 86 18129
49 51 1959
49 54 23632
49 55 25603
49 56 17581
49 57 7585
49 58 2053
49 59 2509
49 60 20278
49 61 12153
49 62 26929
49 63 14292
49 65 9851
49 66 31818
49 67 18894
49 68 21902
49 69 6009
49 70 31509
49 71 9756
49 73 7010
49 75 12084
49 76 3047
49 77 31061
49 78 29108
49 79 3775
49 80 6411
49 81 3940
49 82 1207
49 83 10191
49 84 29204
49 85 18019
49 86 24135
50 52 27221
50 53 23817
50 54 10402
50 55 9028
50 56 22918
50 57 966
50 58 21722
50 59 6407
50 60 16628
50 61 2713
50 62 9680
50 63 11682
50 64 15857
50 65 23551
50 66 4109
50 68 4104
50 69 21262
50 70 27091
50 71 17809
50 72 4780
50 73 31504
50 74 20291
50 75 7627
50 76 29635
50 77 26156
50 78 9973
50 80 5929
50 81 8552
50 83 18637
50 84 17159
50 85 4810
50 86 30777
51 52 4185
51 53 16216
51 54 2956
51 55 8635
51 56 14784
51 57 4028
51 58 3923
51 59 5334
51 60 25306
51 62 1928
51 63 2627
51 64 19903
51 65 22435
51 68 16032
51 69 257
51 70 26345
51 72 23373
51 73 5099
51 74 29149
51 75 16646
51 76 14384
51 77 980
51 78 16547
51 79 2478
51 80 27530
51 81 13299
51 82 7756
51 83 25928
51 84 619
51 85 558
51 86 13638
52 53 2500
52 54 4985
52 55 28104
52 56 15309
52 57 31440
52 58 22783
52 59 4032
52 60 27528
52 61 19773
52 63 725
52 64 2780
52 65 7512
52 66 28586
52 67 27401
52 68 29246
52 69 8828
52 70 9681
52 71 19216
52 72 15736
52 73 9056
52 74 16411
52 75 1288
52 76 11588
52 77 22198
52 79 7843
52 80 17031
52 81 10889
52 82 7822
52 83 15204
52 84 1431
52 85 9592
52 86 7129
53 54 31215
53 55 2510
53 56 24817
53 58 15954
53 59 17412
53 60 7617
53 61 533
53 62 10765
53 63 15487
53 64 9395
53 65 29508
53 66 21950
53 67 3322
53 68 21961
53 69 7825
53 70 13781
53 72 1942
53 73 1632
53 74 12943
53 75 16524
53 76 29222
53 77 27387
53 78 12039
53 80 15532
53 81 379
53 83 21586
53 84 8877
53 85 31792
53 86 18393
54 55 7481
54 56 18678
54 57 3094
54 58 21790
54 59 5251
54 60 16498
54 61 10873
54 62 4132
54 63 13102
54 64 2061
54 65 11845
54 66 22241
54 67 16988
54 68 6234
54 69 16903
54 70 11335
54 71 310
54 72 19623
54 73 27088
54 74 32236
54 75 19967
54 76 8688
54 77 14038
54 80 14059
54 81 9625
54 82 25513
54 83 28697
54 84 4338
54 85 8907
54 86 18625
55 56 31866
55 57 24984
55 58 28237
55 59 25639
55 60 29499
55 61 27173
55 62 13338
55 63 2670
55 64 256
55 67 7352
55 68 27857
55 69 10989
55 71 24989
55 72 1335
55 73 14134
55 74 2874
55 75 30140
55 77 30957
55 78 19825
55 79 24055
55 80 14026
55 81 7055
55 83 31509
55 84 24054
55 86 37
56 57 10371
56 58 26767
56 59 25905
56 60 29193
56 61 13925
56 63 19314
56 64 32100
56 65 7253
56 66 17112
56 67 21462
56 68 24064
56 70 27337
56 71 9790
56 73 21864
56 74 32413
56 75 23279
56 76 1484
56 77 14744
56 78 23052
56 79 12806
56 80 25257
56 81 3457
56 83 28406
56 84 18385
56 85 492
57 58 28395
57 59 11584
57 62 18706
57 63 17124
57 64 21076
57 66 27287
57 67 23988
57 68 6733
57 69 15402
57 70 18610
57 71 30002
57 73 9387
57 74 32030
57 75 19634
57 77 26949
57 78 10201
57 79 1719
57 80 1639
57 81 24062
57 83 21701
57 84 2190
57 85 22777
57 86 9055
58 59 19111
58 60 3384
58 61 24021
58 62 1520
58 63 20691
58 64 5394
58 65 6389
58 66 25806
58 67 7721
58 68 8575
58 70 26459
58 71 25683
58 72 4384
58 73 27158
58 74 325
58 75 13743
58 76 24010
58 77 28425
58 78 6811
58 79 9163
58 80 17984
58 82 24347
58 85 3533
59 60 17159
59 61 17996
59 62 4833
59 63 774
59 64 5433
59 65 29629
59 66 11404
59 67 11304
59 68 6118
59 70 17645
59 71 19175
59 72 24061
59 73 17004
59 74 15849
59 75 2379
59 76 17738
59 77 5227
59 78 6021
59 80 12620
59 81 6686
59 82 8485
59 83 12625
59 84 333
59 85 19281
59 86 2496
60 61 30243
60 62 26228
60 63 13634
60 64 31463
60 65 7628
60 66 22577
60 67 25758
60 69 4314
60 70 8318
60 71 12968
60 74 15654
60 75 20680
60 76 3085
60 77 19336
60 78 27335
60 79 28600
60 80 23848
60 81 13173
60 82 11737
60 83 9318
60 85 19550
60 86 10610
61 62 26939
61 63 15667
61 64 24358
61 66 931
61 67 20638
61 68 17962
61 69 29500
61 70 32697
61 71 21802
61 72 6589
61 73 19735
61 74 2150
61 75 17452
61 76 14590
61 77 6251
61 78 22981
61 79 14410
61 80 10986
61 81 14915
61 82 25374
61 83 8934
61 84 28239
61 85 12973
61 86 17494
62 63 6323
62 64 23917
62 65 20878
62 66 19218
62 67 31581
62 68 2561
62 69 3640
62 70 12172
62 72 16413
62 73 13745
62 74 16089
62 75 7667
62 77 12297
62 78 23719
62 79 5523
62 80 27649
62 81 28985
62 82 31025
62 85 6978
62 86 32065
63 64 19801
63 65 11690
63 66 274
63 67 26792
63 69 23093
63 70 29262
63 71 21940
63 73 24399
63 74 271
63 75 8015
63 76 23770
63 77 31419
63 78 29346
63 79 3457
63 80 27164
63 81 10163
63 82 6458
63 83 3614
63 84 11220
63 86 11909
64 65 2859
64 66 853
64 67 4787
64 69 11144
64 70 21741
64 71 2175
64 72 1779
64 73 13552
64 74 12778
64 75 24073
64 76 16216
64 77 5913
64 78 2251
64 79 10374
64 80 6323
64 81 2829
64 82 20291
64 83 31694
64 84 31485
64 85 27941
64 86 19703
65 66 31229
65 67 21248
65 68 5884
65 69 1924
65 70 2967
65 72 23472
65 73 6259
65 74 26019
65 75 284
65 77 30752
65 78 13481
65 79 2871
65 80 16450
65 81 4213
65 83 24444
65 84 18668
65 85 9391
65 86 5674
66 67 14321
66 68 14541
66 69 30073
66 70 19131
66 72 5502
66 73 1600
66 74 28232
66 75 9326
66 76 11973
66 77 1540
66 78 4047
66 79 18530
66 80 6511
66 81 17430
66 82 8122
66 83 2272
66 84 3504
66 85 7
66 86 3739
67 68 17944
67 69 21288
67 70 14719
67 71 10040
67 72 8287
67 73 15924
67 74 19235
67 75 26516
67 76 23811
67 77 17405
67 78 15897
67 79 24288
67 80 98
67 81 1594
67 82 6636
67 83 4515
67 84 17934
67 85 20908
67 86 15473
68 69 10547
68 70 22259
68 73 11366
68 74 13117
68 75 28027
68 76 24429
68 78 17910
68 79 5553
68 81 22888
68 82 22777
68 83 2408
68 85 10641
69 70 28860
69 71 16506
69 72 18624
69 74 27801
69 75 16050
69 76 5676
69 77 7686
69 78 30944
69 79 2723
69 81 23902
69 82 24653
69 84 17241
69 85 14134
69 86 30157
70 73 10498
70 74 27219
70 75 3992
70 76 5754
70 77 17071
70 80 25802
70 81 25843
70 82 3053
70 83 25791
70 84 12925
70 85 825
70 86 25658
71 72 11368
71 73 7405
71 74 20319
71 75 2753
71 76 17859
71 77 31608
71 78 26157
71 79 2608
71 80 20870
71 81 26829
71 82 14719
71 83 19742
71 84 31256
71 85 20766
71 86 3086
72 73 26694
72 76 13369
72 78 1430
72 79 17079
72 80 24166
72 81 21047
72 82 10915
72 83 14223
72 85 1885
72 86 23409
73 74 24879
73 75 12689
73 76 29541
73 77 16138
73 78 6866
73 81 2246
73 82 26394
73 84 2874
73 86 8962
74 75 19585
74 76 1953
74 77 11379
74 78 13579
74 79 27967
74 80 22869
74 81 7242
74 83 3879
74 84 22118
74 85 601
74 86 9062
75 76 4356
75 77 5856
75 78 10918
75 79 4044
75 80 29837
75 81 20694
75 82 22449
75 83 11586
75 84 28862
75 85 11084
75 86 32108
76 77 1782
76 78 8354
76 80 18233
76 81 19003
76 82 31824
76 84 14818
76 85 21476
76 86 12161
77 78 28238
77 79 23587
77 81 23433
77 84 32427
77 85 12290
77 86 29385
78 80 27341
78 81 10563
78 82 24196
78 83 11272
78 84 6854
78 86 27292
79 80 4410
79 82 25053
79 83 14194
79 85 5018
79 86 149
80 81 27516
80 82 31974
80 83 6808
80 84 9682
80 85 32146
80 86 3466
81 83 21508
81 84 25806
81 85 26368
81 86 26770
82 83 31933
82 84 6323
83 84 30464
83 85 13884
83 86 26131
84 85 14176
84 86 7451
85 86 9677
1337511916 98427500
27 312
1 2 2508
1 3 28990
1 4 1685
1 5 28190
1 9 16307
1 10 25399
1 11 16871
1 12 29250
1 13 18407
1 16 17464
1 17 11864
1 18 2670
1 19 993
1 20 16486
1 21 12673
1 22 2031
1 23 12716
1 24 5526
1 26 15881
1 27 26384
2 3 11013
2 4 8206
2 5 9597
2 6 14132
2 7 31305
2 8 27868
2 9 8491
2 10 13096
2 11 32013
2 12 22851
2 13 6338
2 14 24171
2 15 20532
2 16 18544
2 17 28860
2 18 23346
2 19 25140
2 20 31736
2 22 6158
2 23 13262
2 24 15576
2 25 6902
2 26 8119
2 27 15274
3 5 27812
3 6 7790
3 7 520
3 8 6740
3 9 10231
3 10 25584
3 11 796
3 14 7384
3 15 13831
3 16 17282
3 17 3073
3 19 29323
3 20 22345
3 21 6133
3 23 7005
3 24 18380
3 25 8768
3 26 4859
3 27 4751
4 5 3944
4 6 12440
4 7 18939
4 8 19763
4 9 8825
4 10 24568
4 12 27967
4 13 16390
4 14 8580
4 15 24804
4 16 16697
4 17 4460
4 18 12285
4 19 24613
4 20 16985
4 21 3988
4 22 1906
4 23 11252
4 24 19096
4 25 15164
4 26 3516
4 27 14225
5 6 25313
5 7 6214
5 8 27081
5 9 20790
5 10 360
5 12 2280
5 13 23283
5 14 424
5 15 15476
5 16 10003
5 17 21848
5 18 5166
5 19 12287
5 20 21269
5 22 20673
5 23 11776
5 24 27159
5 25 25230
5 26 31205
5 27 24040
6 7 28408
6 8 11949
6 9 15571
6 10 28500
6 12 16699
6 13 25101
6 15 29937
6 16 3125
6 17 24843
6 19 11512
6 20 32735
6 21 1739
6 22 23323
6 23 18996
6 24 11591
6 25 11580
6 26 23696
6 27 22944
7 8 19617
7 9 28920
7 10 598
7 12 21113
7 13 11632
7 14 17253
7 15 27045
7 16 21883
7 17 16404
7 18 25656
7 19 613
7 20 20479
7 22 5978
7 23 18924
7 24 14216
7 25 17775
7 26 21395
7 27 19876
8 9 19780
8 10 1489
8 11 14563
8 12 24493
8 13 16494
8 14 5235
8 16 16724
8 17 17612
8 18 25243
8 19 5464
8 21 21293
8 22 12334
8 23 31477
8 24 16655
8 25 14959
8 26 15923
8 27 6358
9 10 20812
9 11 3126
9 12 11787
9 13 4855
9 15 23502
9 16 10602
9 17 31807
9 18 21937
9 19 11488
9 20 1226
9 21 32412
9 22 24597
9 23 8855
9 24 8593
9 25 12222
9 26 29929
9 27 28303
10 11 7058
10 12 14420
10 13 217
10 14 25378
10 15 20520
10 16 25481
10 17 22126
10 18 19312
10 19 11602
10 20 14831
10 21 31311
10 23 9709
10 24 14629
10 25 27435
10 26 1469
10 27 4814
11 12 29877
11 13 23696
11 14 18473
11 15 30392
11 16 14445
11 17 23843
11 19 6631
11 21 9419
11 22 19762
11 23 32239
11 24 1506
11 25 1264
11 26 26532
11 27 14949
12 15 18782
12 16 3186
12 17 27424
12 19 19605
12 20 28400
12 21 29969
12 22 7109
12 23 18522
12 24 17272
12 25 8218
12 26 8016
12 27 3535
13 14 12420
13 15 15581
13 18 12333
13 19 20139
13 20 18513
13 21 24146
13 22 29255
13 23 19926
13 24 15415
13 25 29004
13 26 6306
13 27 9195
14 15 4486
14 16 4809
14 17 29189
14 18 4659
14 19 4638
14 20 9870
14 22 31754
14 23 27658
14 24 23017
14 25 13293
14 26 15758
14 27 16866
15 17 19319
15 18 1789
15 19 30949
15 20 20521
15 21 7334
15 22 7655
15 23 12422
15 24 31794
15 25 13993
15 26 25703
15 27 22685
16 17 3868
16 18 19924
16 19 17890
16 20 30507
16 21 11022
16 23 28925
16 24 3113
16 25 17832
16 26 11672
16 27 24501
17 18 19423
17 19 25508
17 21 30124
17 22 13183
17 23 22000
17 24 25989
17 25 14136
17 26 15149
17 27 7383
18 19 13473
18 20 22945
18 21 23380
18 22 28443
18 23 13112
18 24 24482
18 25 9526
18 26 12824
18 27 20390
19 20 11875
19 21 15809
19 22 10612
19 23 2681
19 24 18150
19 25 8571
19 26 7781
19 27 21035
20 21 23510
20 22 31283
20 23 18003
20 24 8004
20 25 16858
20 26 16984
20 27 12248
21 22 19757
21 23 29864
21 24 8885
21 25 1294
21 26 29321
21 27 16096
22 23 21262
22 24 23731
22 25 26275
22 26 18786
23 24 21871
23 26 1093
23 27 27912
24 25 5910
24 26 15579
24 27 18764
25 27 3491
16376886 72217900
27 311
1 2 22724
1 3 15718
1 4 32171
1 5 29505
1 6 5094
1 7 4620
1 8 27721
1 10 21860
1 11 13291
1 12 13149
1 13 16154
1 14 7152
1 15 507
1 16 15807
1 17 5899
1 18 11941
1 19 9216
1 20 24365
1 21 1562
1 23 7348
1 24 26822
1 25 28628
1 26 13910
1 27 1193
2 3 3234
2 4 6776
2 5 22817
2 6 9435
2 7 24751
2 8 21625
2 9 7207
2 10 3903
2 11 21400
2 12 7512
2 13 29262
2 14 1348
2 15 7622
2 16 1560
2 17 10093
2 18 32316
2 19 30995
2 20 14017
2 21 5013
2 22 29547
2 23 31690
2 25 8176
2 26 7574
2 27 19461
3 5 10524
3 6 21736
3 7 32738
3 8 31432
3 9 9968
3 10 15900
3 11 8920
3 12 26072
3 15 6399
3 16 16560
3 17 28958
3 18 11084
3 19 135
3 20 2183
3 21 29166
3 23 32162
3 25 15590
3 26 5530
3 27 30581
4 5 4802
4 6 32170
4 7 20019
4 8 15697
4 9 29170
4 10 6919
4 12 20083
4 13 18703
4 14 3380
4 15 29009
4 16 21344
4 17 11097
4 18 20922
4 19 17391
4 20 28776
4 21 18133
4 22 9138
4 23 32039
4 24 17147
4 25 19551
4 26 2532
4 27 26714
5 6 25705
5 7 27243
5 9 17714
5 10 25028
5 12 27305
5 13 2159
5 14 15023
5 15 10889
5 16 29290
5 17 25737
5 18 736
5 20 28829
5 21 28439
5 22 762
5 23 31665
5 24 30891
5 25 28329
5 26 9426
6 7 23983
6 8 17559
6 9 18004
6 10 15791
6 11 2196
6 12 29047
6 13 3202
6 14 2017
6 15 20187
6 17 9514
6 19 29281
6 20 25115
6 21 32110
6 22 8020
6 23 9119
6 24 14532
6 25 6827
6 26 22657
6 27 26023
7 8 5575
7 9 7579
7 10 496
7 11 20833
7 12 29202
7 13 5457
7 14 13758
7 15 1655
7 16 28241
7 17 19612
7 18 12217
7 19 14360
7 20 3400
7 21 13947
7 22 3496
7 23 23677
7 24 14072
7 26 28949
8 9 6998
8 10 11197
8 11 5856
8 12 20089
8 13 242
8 14 14214
8 15 3488
8 16 20567
8 17 26997
8 18 24823
8 19 4158
8 20 10579
8 21 10284
8 22 9049
8 23 31737
8 24 4914
8 26 23740
9 10 28289
9 11 22501
9 12 26100
9 13 14669
9 15 30227
9 16 26293
9 17 20621
9 18 20349
9 19 22678
9 20 23940
9 21 4601
9 22 8444
9 23 9428
9 25 9892
9 26 23214
9 27 26442
10 11 26673
10 12 25505
10 13 24023
10 14 16214
10 16 19866
10 17 17166
10 18 22508
10 19 31890
10 20 6096
10 21 2688
10 22 30159
10 23 9299
10 24 25528
10 25 22071
10 26 5005
10 27 4802
11 12 21845
11 13 15764
11 14 14120
11 15 15524
11 16 1226
11 17 22916
11 18 6474
11 19 32765
11 20 7120
11 21 3202
11 22 9598
11 23 10629
11 24 21157
11 25 5318
11 26 9775
11 27 5119
12 13 27901
12 14 31916
12 15 8000
12 16 30297
12 17 17460
12 20 31275
12 21 23140
12 22 20643
12 23 12456
12 24 13307
12 25 21720
12 26 29725
13 14 12141
13 16 6253
13 17 7847
13 18 32156
13 20 20030
13 21 11878
13 22 28332
13 23 23151
13 24 5985
13 25 22502
13 27 12408
14 17 30975
14 18 3339
14 20 9691
